accuracy,auc,loss,prc,precision,recall
0.1728571355342865,0.5101683139801025,2.1912519931793213,0.17172273993492126,0.19205297529697418,0.041428569704294205
0.23000000417232513,0.5897612571716309,1.8266398906707764,0.22446012496948242,0.3185840845108032,0.051428571343421936
0.30000001192092896,0.6663786172866821,1.7266509532928467,0.2896156311035156,0.4351145029067993,0.08142857253551483
0.35285714268684387,0.7142124772071838,1.5839130878448486,0.34086668491363525,0.5347222089767456,0.10999999940395355
0.35428571701049805,0.7252732515335083,1.5666459798812866,0.3524407148361206,0.45945945382118225,0.09714286029338837
0.3985714316368103,0.7624722719192505,1.4741696119308472,0.412136048078537,0.5515151619911194,0.12999999523162842
0.40857142210006714,0.7589454650878906,1.472502589225769,0.42347174882888794,0.6337209343910217,0.15571428835391998
0.4099999964237213,0.7752489447593689,1.4296008348464966,0.4298318028450012,0.601190447807312,0.14428570866584778
0.4328571557998657,0.7875341176986694,1.3908940553665161,0.4694966673851013,0.7023809552192688,0.16857142746448517
0.4285714328289032,0.7956417798995972,1.3833155632019043,0.4643940329551697,0.6627218723297119,0.1599999964237213
0.4628571569919586,0.8112069368362427,1.3266597986221313,0.48640963435173035,0.6745561957359314,0.16285714507102966
0.47428572177886963,0.8209171295166016,1.3014038801193237,0.5179740786552429,0.7159090638160706,0.18000000715255737
0.49000000953674316,0.828204333782196,1.27790105342865,0.531423807144165,0.7396449446678162,0.1785714328289032
0.48428571224212646,0.8272587656974792,1.275870680809021,0.5335561037063599,0.7206704020500183,0.1842857152223587
0.5242857336997986,0.8529079556465149,1.2156578302383423,0.582004725933075,0.7837837934494019,0.20714285969734192
0.5314285755157471,0.8571804165840149,1.191037893295288,0.5898699164390564,0.7846153974533081,0.21857142448425293
0.5199999809265137,0.8509204387664795,1.2088121175765991,0.5761359930038452,0.7815533876419067,0.23000000417232513
0.5214285850524902,0.8492177724838257,1.2017287015914917,0.5720326900482178,0.7652581930160522,0.2328571379184723
0.5742856860160828,0.8781193494796753,1.1295398473739624,0.6412453055381775,0.8194444179534912,0.25285714864730835
0.5514285564422607,0.8732085824012756,1.120445728302002,0.6410444378852844,0.831818163394928,0.261428564786911
0.5771428346633911,0.8831914663314819,1.1106503009796143,0.6396152973175049,0.7869565486907959,0.25857141613960266
0.5899999737739563,0.8886614441871643,1.0849213600158691,0.6699944734573364,0.8398268222808838,0.27714285254478455
0.5871428847312927,0.8812432885169983,1.0905084609985352,0.6502407789230347,0.8157894611358643,0.26571428775787354
0.6157143115997314,0.8942385911941528,1.057302474975586,0.6842829585075378,0.8307086825370789,0.30142858624458313
0.6128571629524231,0.9010212421417236,1.0326449871063232,0.6915606260299683,0.834645688533783,0.3028571307659149
0.6299999952316284,0.9096295833587646,1.0158504247665405,0.7172984480857849,0.8694030046463013,0.3328571319580078
0.631428599357605,0.9002180099487305,1.0195629596710205,0.6935956478118896,0.8407407402992249,0.32428571581840515
0.6499999761581421,0.911041259765625,0.9931574463844299,0.7222394943237305,0.8483754396438599,0.33571428060531616
0.668571412563324,0.9180222749710083,0.9713804125785828,0.7440699338912964,0.8795620203018188,0.3442857265472412
0.6571428775787354,0.9119175672531128,0.9713238477706909,0.7300704121589661,0.8631578683853149,0.3514285683631897
0.6714285612106323,0.9254377484321594,0.9360326528549194,0.7647843956947327,0.8978873491287231,0.3642857074737549
0.6571428775787354,0.9190129041671753,0.9579763412475586,0.7480387091636658,0.904411792755127,0.3514285683631897
0.6842857003211975,0.9287996292114258,0.9186446666717529,0.7684574127197266,0.8862876296043396,0.37857142090797424
0.6871428489685059,0.9242548942565918,0.9205310344696045,0.7675713300704956,0.8961039185523987,0.3942857086658478
0.7057142853736877,0.9318259358406067,0.8940683603286743,0.7780402898788452,0.8672839403152466,0.40142858028411865
0.7085714340209961,0.941085696220398,0.8598261475563049,0.8039312362670898,0.8892215490341187,0.4242857098579407
0.7228571176528931,0.9406453371047974,0.8565452098846436,0.8086332082748413,0.9127907156944275,0.44857141375541687
0.7185714244842529,0.9420946836471558,0.8573744297027588,0.8055596947669983,0.901197612285614,0.4300000071525574
0.7257142663002014,0.9433706402778625,0.8446091413497925,0.8090062737464905,0.9024389982223511,0.4228571355342865
0.7314285635948181,0.9453824758529663,0.8306177854537964,0.8182603120803833,0.90055251121521,0.4657142758369446
0.7171428799629211,0.9467922449111938,0.8126677870750427,0.8198312520980835,0.9031339287757874,0.4528571367263794
0.7171428799629211,0.9414836168289185,0.8444821834564209,0.8099043369293213,0.8945946097373962,0.47285714745521545
0.7242857217788696,0.94781494140625,0.8112398982048035,0.8194108009338379,0.9057142734527588,0.4528571367263794
0.772857129573822,0.9517720937728882,0.7984914779663086,0.8408587574958801,0.9088541865348816,0.4985714256763458
0.7471428513526917,0.9491950869560242,0.789280116558075,0.8285199403762817,0.8947368264198303,0.48571428656578064
0.7542856931686401,0.9549230933189392,0.7993702292442322,0.8433231711387634,0.9073569774627686,0.4757142961025238
0.7371428608894348,0.9539196491241455,0.7533213496208191,0.8467945456504822,0.9313983917236328,0.5042856931686401
0.75,0.9547245502471924,0.7819446921348572,0.8438849449157715,0.9052368998527527,0.5185714364051819
0.7714285850524902,0.9567246437072754,0.7404233813285828,0.8496643900871277,0.9014778137207031,0.522857129573822
0.7799999713897705,0.9607315063476562,0.7398943901062012,0.8644324541091919,0.9375,0.5357142686843872
0.7857142686843872,0.9604310989379883,0.7271800637245178,0.8689497113227844,0.9305210709571838,0.5357142686843872
0.800000011920929,0.9641448855400085,0.7224493622779846,0.8791218996047974,0.9323671460151672,0.5514285564422607
0.7642857432365417,0.9617950916290283,0.7162858843803406,0.8708373308181763,0.9230769276618958,0.5657142996788025
0.800000011920929,0.9651947021484375,0.7005299925804138,0.8849985003471375,0.9359267950057983,0.5842857360839844
0.8028571605682373,0.9670824408531189,0.6849908232688904,0.8911680579185486,0.9330254197120667,0.5771428346633911
0.7842857241630554,0.9650712013244629,0.6895464062690735,0.8781524300575256,0.9293849468231201,0.5828571319580078
0.8114285469055176,0.9687533378601074,0.6806631684303284,0.8868995904922485,0.9287304878234863,0.595714271068573
0.8028571605682373,0.9680674076080322,0.6735695600509644,0.8839457035064697,0.9274376630783081,0.5842857360839844
0.8128571510314941,0.9713477492332458,0.660050630569458,0.896769642829895,0.9452054500579834,0.5914285778999329
0.822857141494751,0.9716236591339111,0.6543198823928833,0.9009755253791809,0.9349775910377502,0.595714271068573
0.7900000214576721,0.9687475562095642,0.6525116562843323,0.8894580602645874,0.9253731369972229,0.6200000047683716
0.831428587436676,0.9756208658218384,0.6252726316452026,0.9106920957565308,0.9402984976768494,0.6299999952316284
0.8328571319580078,0.9740270972251892,0.6255107522010803,0.9078283905982971,0.9322034120559692,0.6285714507102966
0.8142856955528259,0.9719600081443787,0.6353164911270142,0.9029980301856995,0.939130425453186,0.6171428561210632
0.8371428847312927,0.9758632183074951,0.6117833852767944,0.9179990291595459,0.9508547186851501,0.6357142925262451
0.8442857265472412,0.9795722365379333,0.6110894680023193,0.9284848570823669,0.9655172228813171,0.6399999856948853
0.8214285969734192,0.9728444814682007,0.6112342476844788,0.906748354434967,0.9293139576911926,0.6385714411735535
0.8385714292526245,0.9798294305801392,0.58444744348526,0.9282875657081604,0.9465020298957825,0.6571428775787354
0.8442857265472412,0.9783041477203369,0.586557924747467,0.9223670959472656,0.9378882050514221,0.6471428275108337
0.8514285683631897,0.9793387651443481,0.5738277435302734,0.92698734998703,0.9387351870536804,0.6785714030265808
0.8571428656578064,0.9804509878158569,0.560352623462677,0.9330220222473145,0.9485148787498474,0.6842857003211975
0.8514285683631897,0.9809879064559937,0.565615177154541,0.9335681796073914,0.9610655903816223,0.6700000166893005
0.8614285588264465,0.982130229473114,0.5510525107383728,0.9385988116264343,0.9593810439109802,0.7085714340209961
0.8571428656578064,0.9839094281196594,0.5456578135490417,0.939202606678009,0.957198441028595,0.7028571367263794
0.8571428656578064,0.9822204113006592,0.5538888573646545,0.9363119602203369,0.9497098922729492,0.7014285922050476
0.8671428561210632,0.9824173450469971,0.5448952913284302,0.9366616010665894,0.9519230723381042,0.7071428298950195
0.8842856884002686,0.9866846799850464,0.5136075019836426,0.94881272315979,0.9581748843193054,0.7200000286102295
0.881428599357605,0.9866373538970947,0.5174287557601929,0.9508681893348694,0.9593023061752319,0.7071428298950195
0.8914285898208618,0.9865142703056335,0.5014705061912537,0.9518647193908691,0.9642184376716614,0.7314285635948181
0.8742856979370117,0.9858595728874207,0.5044262409210205,0.9495291709899902,0.9734848737716675,0.7342857122421265
0.8614285588264465,0.9838336706161499,0.5214996933937073,0.9396957159042358,0.944656491279602,0.7071428298950195
0.8799999952316284,0.9869634509086609,0.5093002915382385,0.952653706073761,0.967432975769043,0.7214285731315613
0.8771428465843201,0.986781120300293,0.5009522438049316,0.9542366862297058,0.9684600830078125,0.7457143068313599
0.8871428370475769,0.9873324632644653,0.48590087890625,0.9528981447219849,0.9592592716217041,0.7400000095367432
0.8857142925262451,0.9874822497367859,0.4870612919330597,0.9570752382278442,0.954954981803894,0.7571428418159485
0.8842856884002686,0.988686740398407,0.4729374051094055,0.9576213359832764,0.9718574285507202,0.7400000095367432
0.9028571248054504,0.9901504516601562,0.46491554379463196,0.9646977782249451,0.9780219793319702,0.7628571391105652
0.8885714411735535,0.9889655113220215,0.4664960205554962,0.9581902027130127,0.9599271416664124,0.7528571486473083
0.8942857384681702,0.989485502243042,0.45285680890083313,0.9640154838562012,0.980286717414856,0.7814285755157471
0.881428599357605,0.9895861148834229,0.45033302903175354,0.9613760709762573,0.9683098793029785,0.7857142686843872
0.8799999952316284,0.9873948693275452,0.4685864746570587,0.9517325758934021,0.9406631588935852,0.7699999809265137
