accuracy,auc,loss,prc,precision,recall
0.17571428418159485,0.5699573755264282,1.7544394731521606,0.21689273416996002,1.0,0.0028571428265422583
0.24142856895923615,0.6185473203659058,1.7022144794464111,0.2718639671802521,0.875,0.019999999552965164
0.26428571343421936,0.6587077379226685,1.6699621677398682,0.30619576573371887,0.7666666507720947,0.03285714238882065
0.30000001192092896,0.6938128471374512,1.6455658674240112,0.3345739543437958,0.7441860437393188,0.04571428522467613
0.34142857789993286,0.7260951399803162,1.6214358806610107,0.36567676067352295,0.8292682766914368,0.04857143014669418
0.334285706281662,0.7280808091163635,1.6106877326965332,0.3700927197933197,0.8372092843055725,0.051428571343421936
0.35857143998146057,0.7464538812637329,1.5872973203659058,0.3896898925304413,0.8222222328186035,0.05285714194178581
0.3700000047683716,0.7597355246543884,1.5691429376602173,0.406913697719574,0.8399999737739563,0.05999999865889549
0.36571428179740906,0.7558577060699463,1.5616570711135864,0.40253084897994995,0.8113207817077637,0.06142857298254967
0.3700000047683716,0.7678694128990173,1.5480018854141235,0.4118654429912567,0.8070175647735596,0.0657142847776413
0.39142856001853943,0.7744273543357849,1.5341554880142212,0.42504605650901794,0.8275862336158752,0.06857142597436905
0.4057142734527588,0.7815002202987671,1.5233979225158691,0.4299781918525696,0.8095238208770752,0.07285714149475098
0.39571428298950195,0.7767859697341919,1.516970157623291,0.42826882004737854,0.8448275923728943,0.07000000029802322
0.4171428680419922,0.7869938611984253,1.4964267015457153,0.4434054493904114,0.8153846263885498,0.07571428269147873
0.40857142210006714,0.7892924547195435,1.4904578924179077,0.4446047246456146,0.84375,0.0771428570151329
0.41857144236564636,0.7928244471549988,1.4796369075775146,0.45148470997810364,0.8208954930305481,0.07857143133878708
0.40714284777641296,0.7901402115821838,1.4724117517471313,0.4487818479537964,0.8333333134651184,0.07857143133878708
0.4242857098579407,0.8010024428367615,1.4532015323638916,0.4660465121269226,0.9032257795333862,0.07999999821186066
0.4242857098579407,0.8050230741500854,1.4377440214157104,0.476893812417984,0.8767123222351074,0.09142857044935226
0.43142858147621155,0.8046004176139832,1.4378811120986938,0.46912088990211487,0.8461538553237915,0.09428571164608002
0.4242857098579407,0.8065299987792969,1.4289965629577637,0.47512274980545044,0.8701298832893372,0.09571428596973419
0.4414285719394684,0.8084879517555237,1.4191741943359375,0.48340651392936707,0.8815789222717285,0.09571428596973419
0.43714284896850586,0.8118398189544678,1.4086230993270874,0.4854498505592346,0.8918918967247009,0.09428571164608002
0.44857141375541687,0.8154973387718201,1.3974536657333374,0.49440598487854004,0.8904109597206116,0.09285714477300644
0.4399999976158142,0.8183022737503052,1.3874104022979736,0.4936162233352661,0.8846153616905212,0.09857142716646194
0.46857142448425293,0.8203309774398804,1.3830918073654175,0.500779390335083,0.8860759735107422,0.10000000149011612
0.4571428596973419,0.8245238065719604,1.3690472841262817,0.509118378162384,0.8850574493408203,0.10999999940395355
0.4471428692340851,0.8233275413513184,1.3696693181991577,0.5049325823783875,0.8734177350997925,0.09857142716646194
0.47857141494750977,0.8251297473907471,1.3577417135238647,0.5129691362380981,0.8780487775802612,0.10285714268684387
0.4642857015132904,0.8257063627243042,1.3484745025634766,0.5131233930587769,0.9012345671653748,0.10428571701049805
0.45428571105003357,0.8286598324775696,1.347159743309021,0.5156360268592834,0.9125000238418579,0.10428571701049805
0.45428571105003357,0.8278058767318726,1.3440884351730347,0.5144212245941162,0.9230769276618958,0.10285714268684387
0.4699999988079071,0.8327628970146179,1.327479362487793,0.5302722454071045,0.8965517282485962,0.11142857372760773
0.4628571569919586,0.8373187780380249,1.3206863403320312,0.5352562665939331,0.9156626462936401,0.10857142508029938
0.4628571569919586,0.8327091932296753,1.3188486099243164,0.5274819731712341,0.9125000238418579,0.10428571701049805
0.47428572177886963,0.8375820517539978,1.3081598281860352,0.5402410626411438,0.8876404762268066,0.1128571406006813
0.4757142961025238,0.8385787606239319,1.3043172359466553,0.5418722629547119,0.9444444179534912,0.12142857164144516
0.477142870426178,0.8388834595680237,1.2998460531234741,0.5395599603652954,0.8876404762268066,0.1128571406006813
0.4628571569919586,0.840534508228302,1.2944824695587158,0.5371971726417542,0.8526315689086914,0.11571428924798965
0.4928571283817291,0.848648190498352,1.277714490890503,0.5627564191818237,0.936170220375061,0.1257142871618271
0.5,0.848997950553894,1.275197148323059,0.5651670694351196,0.9340659379959106,0.12142857164144516
0.5042856931686401,0.8468214273452759,1.2703940868377686,0.5618923306465149,0.9223300814628601,0.13571429252624512
0.49714285135269165,0.847398579120636,1.266174554824829,0.563983678817749,0.9285714030265808,0.12999999523162842
0.5099999904632568,0.85347980260849,1.2549675703048706,0.5714099407196045,0.8857142925262451,0.13285714387893677
0.5171428322792053,0.8512812256813049,1.2531527280807495,0.5747632384300232,0.9399999976158142,0.13428571820259094
0.508571445941925,0.8514903783798218,1.2452151775360107,0.5730005502700806,0.9215686321258545,0.13428571820259094
0.4957142770290375,0.8547346591949463,1.239323377609253,0.5781093239784241,0.9074074029922485,0.14000000059604645
0.5057142972946167,0.8589653372764587,1.2327244281768799,0.5819563269615173,0.8857142925262451,0.13285714387893677
0.5199999809265137,0.8572289943695068,1.2299437522888184,0.5853208303451538,0.8909090757369995,0.14000000059604645
0.5342857241630554,0.8569068908691406,1.2294336557388306,0.5871970653533936,0.9126213788986206,0.13428571820259094
0.5385714173316956,0.8621673583984375,1.2144449949264526,0.6021366715431213,0.9203540086746216,0.1485714316368103
0.5285714268684387,0.8606818914413452,1.216550350189209,0.591791570186615,0.9339622855186462,0.14142857491970062
