accuracy,auc,loss,prc,precision,recall
0.18000000715255737,0.514248788356781,1.9714401960372925,0.17166242003440857,0.1818181872367859,0.019999999552965164
0.2671428620815277,0.6075698137283325,1.8119006156921387,0.2367236465215683,0.37662336230278015,0.041428569704294205
0.3042857050895691,0.6656583547592163,1.6632730960845947,0.28450965881347656,0.450549453496933,0.058571428060531616
0.30142858624458313,0.7009552717208862,1.5951303243637085,0.3205363154411316,0.5670102834701538,0.07857143133878708
0.33000001311302185,0.7226273417472839,1.5542199611663818,0.3595176339149475,0.6016260385513306,0.10571428388357162
0.37857142090797424,0.741087794303894,1.5015380382537842,0.3778094947338104,0.5762711763381958,0.09714286029338837
0.3642857074737549,0.7522069215774536,1.478237271308899,0.395629346370697,0.6535432934761047,0.11857143044471741
0.3928571343421936,0.75858473777771,1.4651477336883545,0.40057337284088135,0.6000000238418579,0.11142857372760773
0.42571428418159485,0.7866510152816772,1.393172025680542,0.4487367272377014,0.6453900933265686,0.12999999523162842
0.44999998807907104,0.7985858917236328,1.3667962551116943,0.48106247186660767,0.6948052048683167,0.15285713970661163
0.46000000834465027,0.8096757531166077,1.3371268510818481,0.4989970028400421,0.7481481432914734,0.14428570866584778
0.46142858266830444,0.8149799704551697,1.314167857170105,0.4940990209579468,0.6896551847457886,0.1428571492433548
0.47999998927116394,0.8262166976928711,1.2836248874664307,0.527280867099762,0.7621951103210449,0.1785714328289032
0.4928571283817291,0.8349143266677856,1.2620902061462402,0.5352026224136353,0.7378048896789551,0.1728571355342865
0.4957142770290375,0.8391363024711609,1.2422993183135986,0.5535218715667725,0.7351351380348206,0.19428572058677673
0.5542857050895691,0.8583629131317139,1.1922272443771362,0.5895057916641235,0.7987805008888245,0.18714286386966705
0.5257142782211304,0.8588967323303223,1.1905142068862915,0.5828684568405151,0.7771739363670349,0.20428571105003357
0.5428571701049805,0.8583532571792603,1.1798336505889893,0.586479902267456,0.7704081535339355,0.21571429073810577
0.5371428728103638,0.869911789894104,1.1657841205596924,0.6021152138710022,0.7853107452392578,0.19857142865657806
0.5557143092155457,0.8794012665748596,1.1402208805084229,0.63043212890625,0.8445596098899841,0.2328571379184723
0.6028571724891663,0.8806948661804199,1.1084564924240112,0.6418449282646179,0.8069307208061218,0.2328571379184723
0.6114285588264465,0.8894718885421753,1.0903949737548828,0.6684936285018921,0.8733031749725342,0.27571427822113037
0.604285717010498,0.8925081491470337,1.0806591510772705,0.6706379055976868,0.8680202960968018,0.2442857176065445
0.6000000238418579,0.8996526002883911,1.057702898979187,0.6806153059005737,0.8622221946716309,0.27714285254478455
0.6114285588264465,0.9011546969413757,1.0590449571609497,0.6873674988746643,0.8590308427810669,0.2785714268684387
0.645714282989502,0.9097426533699036,1.007784128189087,0.71878981590271,0.8730158805847168,0.3142857253551483
0.6271428465843201,0.9108049273490906,1.0155420303344727,0.7182754278182983,0.8769230842590332,0.3257142901420593
